Key,File,Type,UsedInMainMenu,NoTranslate,english,russian
modEnhancedMechanismsBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Mechanisms ✧[-]\n\n[AAAAAA]Block damage.[-]\n\n[5AFF75]💥 Damage:[-] +100%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Advanced tools,[00C2FF]✧ Квантовые механизмы ✧[-]\n\n[AAAAAA]Урон по блокам.[-]\n\n[5AFF75]💥 Урон:[-] +100%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Улучшенные инструменты
modSpareBoxBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Spare Bolt Box»,[00C2FF]Квинтесса[-] Мод «Запасная коробка для болтов»
modSpareBoxBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Parts ✧[-]\n\n[AAAAAA]Salvage bonus.[-]\n\n[5AFF75]📦 Parts:[-] +250%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Tools,[00C2FF]✧ Квантовые детали ✧[-]\n\n[AAAAAA]Бонус к разборке.[-]\n\n[5AFF75]📦 Детали:[-] +250%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Инструменты
modAttributeBoostBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Advanced AI»,[00C2FF]Квинтесса[-] Мод «Расширенное ИИ»
modAttributeBoostBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Intellect ✧[-]\n\n[AAAAAA]Attribute boost.[-]\n\n[5AFF75]⭐ All attributes:[-] +5 lvl.\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Eyewear,[00C2FF]✧ Квантовый разум ✧[-]\n\n[AAAAAA]Усиление атрибутов.[-]\n\n[5AFF75]⭐ Все атрибуты:[-] +5 ур.\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Очки
modOkGoogleBossQuintessa,item_modifiers,mod,,,[00C2FF]✧ Quintessa ✧[-] Mod «OK Google»,[00C2FF]✧ Квинтесса ✧[-] Мод «Окей Гугл»
modOkGoogleBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Digital Angel ✧[-]\n\n[AAAAAA]Quantum AI of the fourth boss. Cryogenic algorithms.[-]\n\n[5AFF75]⚡ Experience:[-] +1000%\n[5AFF75]⚙ Crafting:[-] −30%\n\n[00C2FF]🔹 Install:[-] Eyewear\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%,[00C2FF]✧ Цифровой Ангел ✧[-]\n\n[AAAAAA]Квантовый ИИ четвертого босса. Криогенные алгоритмы.[-]\n\n[5AFF75]⚡ Опыт:[-] +1000%\n[5AFF75]⚙ Крафт:[-] −30%\n\n[00C2FF]🔹 Установка:[-] Очки\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%
modNerdBonusBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Nerd Bonus»,[00C2FF]Квинтесса[-] Мод «Бонус ботаника»
modNerdBonusBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Nerd Bonus ✧[-]\n\n[AAAAAA]Quantum knowledge amplifier.[-]\n\n[5AFF75]📚 Extra Skill Point Chance:[-] 50%\n[5AFF75]🎲 Knowledge Seeking:[-] 50%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Chest armor,[00C2FF]✧ Квантовый бонус ботаника ✧[-]\n\n[AAAAAA]Квантовый усилитель знаний.[-]\n\n[5AFF75]📚 Шанс доп. очка навыков:[-] 50%\n[5AFF75]🎲 Поиск знаний:[-] 50%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Нагрудная броня
modGunDrumMagazineExtenderBossQuintessa,item_modifiers,mod,,,[00C2FF]💿 Quintessa 💿[-] Mod «Drum Magazine»,[00C2FF]💿 Квинтесса 💿[-] Мод «Барабанный магазин»
modGunDrumMagazineExtenderBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Drum ✧[-]\n\n[AAAAAA]Ammo capacity increase.[-]\n\n[5AFF75]💿 Size:[-] +150%\n[5AFF75]⚡ Reload:[-] +50%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Firearms,[00C2FF]✧ Квантовый барабан ✧[-]\n\n[AAAAAA]Увеличение боезапаса.[-]\n\n[5AFF75]💿 Размер:[-] +150%\n[5AFF75]⚡ Перезарядка:[-] +50%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Огнестрельное оружие
modGunMagazineExtenderBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Extended Magazine»,[00C2FF]Квинтесса[-] Мод «Увеличенный магазин»
modGunMagazineExtenderBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Magazine ✧[-]\n\n[AAAAAA]Ammo capacity increase.[-]\n\n[5AFF75]📦 Size:[-] +100%\n[5AFF75]⚡ Reload:[-] +40%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Firearm,[00C2FF]✧ Квантовый магазин ✧[-]\n\n[AAAAAA]Увеличение боезапаса.[-]\n\n[5AFF75]📦 Размер:[-] +100%\n[5AFF75]⚡ Перезарядка:[-] +40%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Огнестрел
modGunForegripBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod Foregrip,[00C2FF]Квинтесса[-] Мод передней рукояти
modGunForegripBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Foregrip ✧[-]\n\n[AAAAAA]Quantum boost to ranged power and control.[-]\n\n[5AFF75]⚡ Ranged Damage:[-] +50%\n[5AFF75]⚡ Weapon Handling:[-] +50%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Firearm,[00C2FF]✧ Квантовая рукоять ✧[-]\n\n[AAAAAA]Квантовое усиление дальнего урона и контроля оружия.[-]\n\n[5AFF75]⚡ Дальний урон:[-] +50%\n[5AFF75]⚡ Управляемость оружием:[-] +50%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Огнестрел
modGunMeleeRadRemoverBossQuintessa,item_modifiers,mod,,,[00C2FF]☢ Quintessa ☢[-] Radiation Suppressor,[00C2FF]☢ Квинтесса ☢[-] Подавитель радиации
modGunMeleeRadRemoverBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Suppression ✧[-]\n\n[AAAAAA]Blocks enemy regeneration.[-]\n\n[5AFF75]⏱ Regen Block:[-] 12s\n[5AFF75]⚡ Irradiated:[-] +120%\n[5AFF75]⚡ Charged:[-] +100%\n[5AFF75]⚡ Infernal:[-] +80%\n[5AFF75]⚡ Elite:[-] +60%\n[5AFF75]⚡ Mini-bosses:[-] +40%\n[5AFF75]⚡ Bosses:[-] +20%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Weapons,[00C2FF]✧ Квантовое подавление ✧[-]\n\n[AAAAAA]Блокирует регенерацию врагов.[-]\n\n[5AFF75]⏱ Блок регена:[-] 12с\n[5AFF75]⚡ Облучённые:[-] +120%\n[5AFF75]⚡ Заряженные:[-] +100%\n[5AFF75]⚡ Адские:[-] +80%\n[5AFF75]⚡ Элитные:[-] +60%\n[5AFF75]⚡ Мини-боссы:[-] +40%\n[5AFF75]⚡ Боссы:[-] +20%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Оружие
modMeleeErgonomicGripBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Ergonomic Grip»,[00C2FF]Квинтесса[-] Мод «Эргономичная рукоять»
modMeleeErgonomicGripBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Ergonomic Grip ✧[-]\n\n[AAAAAA]Quantum melee acceleration system.[-]\n\n[5AFF75]⚡ Attack Speed:[-] +100%\n[5AFF75]⚡ Stamina Cost:[-] −40%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Melee,[00C2FF]✧ Квантовая эргономичная рукоять ✧[-]\n\n[AAAAAA]Квантовая система ускорения ближнего боя.[-]\n\n[5AFF75]⚡ Скорость атаки:[-] +100%\n[5AFF75]⚡ Затраты выносливости:[-] −40%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Ближний бой
modMeleeTheHunterBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Hunter»,[00C2FF]Квинтесса[-] Мод «Охотник»
modMeleeTheHunterBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Hunter ✧[-]\n\n[AAAAAA]Increased animal harvest.[-]\n\n[5AFF75]🪶 Animal Harvest:[-] +150%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Melee,[00C2FF]✧ Квантовый охотник ✧[-]\n\n[AAAAAA]Увеличение добычи с животных.[-]\n\n[5AFF75]🪶 Добыча с животных:[-] +150%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Ближний бой
modMeleeElectroBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Electro»,[00C2FF]Квинтесса[-] Мод «Электро»
modMeleeElectroBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Shock ✧[-]\n\n[AAAAAA]Electrical damage enhancement.[-]\n\n[5AFF75]⚡ Stun Baton Damage:[-] +250%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Melee,[00C2FF]✧ Квантовый разряд ✧[-]\n\n[AAAAAA]Усиление электрического урона.[-]\n\n[5AFF75]⚡ Урон жезлов:[-] +250%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Ближний бой
modTurretPartsBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Turret Parts»,[00C2FF]Квинтесса[-] Мод «Части турели»
modTurretPartsBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Turret Defense ✧[-]\n\n[AAAAAA]Turret fortification.[-]\n\n[5AFF75]🛡 Durability:[-] +400%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Turrets,[00C2FF]✧ Квантовая защита турели ✧[-]\n\n[AAAAAA]Укрепление турелей.[-]\n\n[5AFF75]🛡 Прочность:[-] +400%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Турели
modHeavyTipBossQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Heavy Tip»,[00C2FF]Квинтесса[-] Мод «Тяжёлый наконечник»
modHeavyTipBossQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Strike ✧[-]\n\n[AAAAAA]Rocket sledge enhancement.[-]\n\n[5AFF75]💥 Damage:[-] +400%\n[5AFF75]🛡 Durability:[-] +400%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Rocket Sledge,[00C2FF]✧ Квантовый удар ✧[-]\n\n[AAAAAA]Усиление реактивного молота.[-]\n\n[5AFF75]💥 Урон:[-] +400%\n[5AFF75]🛡 Прочность:[-] +400%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Реактивный молот
modGunQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Silencer»,[00C2FF]Квинтесса[-] Мод «Глушитель»
modGunQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Whisper ✧[-]\n\n[AAAAAA]Stealthy shooting and target damage.[-]\n\n[5AFF75]🎯 Range:[-] +40%\n[5AFF75]🗡 Stealth Damage:[-] +250%\n[5AFF75]⚡ Zombie Damage:[-] +80%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Firearms,[00C2FF]✧ Квантовый шёпот ✧[-]\n\n[AAAAAA]Скрытная стрельба и урон по целям.[-]\n\n[5AFF75]🎯 Дальность:[-] +40%\n[5AFF75]🗡 Урон из скрытности:[-] +250%\n[5AFF75]⚡ Урон по зомби:[-] +80%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Огнестрельное оружие
modElongatedQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Elongated Core»,[00C2FF]Квинтесса[-] Мод «Удлиненная сердцевина»
modElongatedQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Квантовый досяг ✧[-]\n\n[AAAAAA]Дальность инструмента.[-]\n\n[5AFF75]🎯 Дальность:[-] +9 блоков\n[5AFF75]⛏ Добыча:[-] +999%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Установка:[-] Инструменты,[00C2FF]✧ Квантовый досяг ✧[-]\n\n[AAAAAA]Дальность инструмента.[-]\n\n[5AFF75]🎯 Дальность:[-] +9 блоков\n[5AFF75]⛏ Добыча:[-] +999%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Установка:[-] Инструменты
modMeleeQuintessaSpikes,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Terrifying Spikes»,[00C2FF]Квинтесса[-] Мод «Ужасные шипы»
modMeleeQuintessaSpikesDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Spikes ✧[-]\n\n[AAAAAA]Causes bleeding on enemies.[-]\n\n[5AFF75]🩸 Bleed Chance:[-] 40%\n\n[FFFF00]📊 Quality:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Melee,[00C2FF]✧ Квантовые шипы ✧[-]\n\n[AAAAAA]Вызывает кровотечение у врагов.[-]\n\n[5AFF75]🩸 Шанс кровотечения:[-] 40%\n\n[FFFF00]📊 Качество:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Ближний бой
modRadarQuintessa,item_modifiers,mod,,,[00C2FF]Quintessa[-] Mod «Radar»,[00C2FF]Квинтесса[-] Мод «Радар»
modRadarQuintessaDesc,item_modifiers,mod,,,[00C2FF]✧ Quantum Radar ✧[-]\n\n[AAAAAA]Detects enemies and increases zombie damage.[-]\n\n[5AFF75]📡 Zombie Detection:[-] Active\n[5AFF75]⚡ Zombie Damage:[-] +100%\n\n[FFFF00]📊 Quality 1-10:[-] values ±50%\n\n[00C2FF]⚙ Install:[-] Eyewear,[00C2FF]✧ Квантовый радар ✧[-]\n\n[AAAAAA]Обнаруживает врагов и увеличивает урон по зомби.[-]\n\n[5AFF75]📡 Обнаружение зомби:[-] Активно\n[5AFF75]⚡ Урон по зомби:[-] +100%\n\n[FFFF00]📊 Качество 1-10:[-] значения ±50%\n\n[00C2FF]⚙ Установка:[-] Очки
buffNerdBonusQuintessaName,buffs,buff,,,[00C2FF]Quintessa[-] Nerd Bonus Active,[00C2FF]Квинтесса[-] Бонус ботаника активен
buffNerdBonusQuintessaDesc,buffs,buff,,,[AAAAAA]Chance to gain additional skill points: 100%. Bookworm bonus: 99%.[-],[AAAAAA]Шанс получить дополнительные очки навыков: 100%. Бонус Книжного Червя: 99%.[-]
buffRadarQuintessaName,buffs,buff,,,[00C2FF]Quintessa[-] Radar Active,[00C2FF]Квинтесса[-] Радар активен
buffRadarQuintessaDesc,buffs,buff,,,[AAAAAA]Nearby enemies are visible. Physical damage resistance reduced by 99%.[-],[AAAAAA]Ближайшие враги видны. Сопротивление физическому урону снижено на 99%.[-]
buffInjuryQuintessaCripple1Name,buffs,buff,,,[00C2FF]Quintessa[-] Crippling Shot,[00C2FF]Квинтесса[-] Калечащий выстрел
buffInjuryQuintessaCripple1Desc,buffs,buff,,,[AAAAAA]Target speed reduced by 30%. Damage resistance reduced by 99%.[-],[AAAAAA]Скорость цели снижена на 30%. Сопротивление урону снижено на 99%.[-]
resourceScrapBossDoomsday,items,resource,,,[FF6600]⚙ Doomsday[-] Scrap,[FF6600]⚙ Думсдэй[-] Лом
resourceScrapBossDoomsdayDesc,items,resource,,,[AAAAAA]Scrap obtained from disassembling [FF6600]Doomsday[-] modifications.[-],[AAAAAA]Лом полученный при разборке модификаций [FF6600]Думсдэй[-].[-]
resourceScrapBossPovelitel,items,resource,,,[9B30FF]⚙ Overlord[-] Scrap,[9B30FF]⚙ Повелитель[-] Лом
resourceScrapBossPovelitelDesc,items,resource,,,[AAAAAA]Scrap obtained from disassembling [9B30FF]Overlord[-] modifications.[-],[AAAAAA]Лом полученный при разборке модификаций [9B30FF]Повелитель[-].[-]
resourceScrapBossWorlds,items,resource,,,[FF0066]⚙ World-Eater[-] Scrap,[FF0066]⚙ Пожиратель Миров[-] Лом
resourceScrapBossWorldsDesc,items,resource,,,[AAAAAA]Scrap obtained from disassembling [FF0066]World-Eater[-] modifications.[-],[AAAAAA]Лом полученный при разборке модификаций [FF0066]Пожиратель Миров[-].[-]
resourceScrapBossQuintessa,items,resource,,,[00C2FF]⚙ Quintessa[-] Scrap,[00C2FF]⚙ Квинтесса[-] Лом
resourceScrapBossQuintessaDesc,items,resource,,,[AAAAAA]Scrap obtained from disassembling [00C2FF]Quintessa[-] modifications.[-],[AAAAAA]Лом полученный при разборке модификаций [00C2FF]Квинтесса[-].[-]
